projectid,<nn>title</nn>
d6789db520b9aa5c740bd842039793fb,<nnp>Video</nnp> <nnp>Analysis</nnp> <pps>-</pps> <nnp>Learning</nnp> <det>The</det> <nnp>Physics</nnp> <in>Of</in> <nnp>Crazy</nnp> <nnp>Motion</nnp>
d677f0cc8e10800713f5d31ace5fff2f,<det>A</det> <nnp>Day</nnp> <in>in</in> <det>the</det> <nnp>Life</nnp> <in>of</in> <det>a</det> <nnp>Kindergartner</nnp>
d6738562f736abb0981cfcaf5ea06a1a,<det>A</det> <nnp>Little</nnp> <nnp>Technology</nnp> <nn>Help</nn> <pps>-</pps> <rb>So</rb> <prp>We</prp> <vbp>Do</vbp> <rb>n't</rb> <vb>Have</vb> <to>to</to> <vb>use</vb> <nnp>Toothpicks</nnp> <pp>!</pp>
d66506f560a70eed15678fbd62a4ca9f,<nnp>Booksbooksbooks</nnp> <nnp>Galore</nnp> <pps>-</pps> <nn>Help</nn> <nnp>My</nnp> <nnp>Class</nnp> <vb>Survive</vb> <jj>Common</jj> <nnp>Core</nnp>
d66364b7671fc88ec1ece9bc42e536fe,<ppl>``</ppl> <vb>Say</vb> <wp>What</wp>
d65a61e0990b70ae3505720af72864c6,<prp>You</prp> <vb>Spin</vb> <prp>Me</prp> <rb>Right</rb> <nnp>Round</nnp> <nnp>Baby</nnp> <pps>:</pps> <vb>Let</vb> <vbz>'s</vbz> <vb>Get</vb> <det>A</det> <nnp>Potter</nnp> <pos>'s</pos> <nn>Wheel</nn> <pp>!</pp>
d6552e9951bb092cb1b7e4daec51872d,<nnp>Chromebooks</nnp> <in>for</in> <nnp>Classroom</nnp> <nnp>Blogging</nnp>
d645833a7dbf2d777fbc80eb648dc284,<in>Through</in> <det>the</det> <nnp>Voice</nnp> <in>of</in> <nnp>Elie</nnp> <nnp>Wiesel</nnp> <pps>:</pps> <nn>Teaching</nn> <det>the</det> <nnp>Holocaust</nnp>
d641e4b816f70cddd65ac293ee4fb4e6,<nnp>Open</nnp> <in>Up</in> <prps>Our</prps> <nnp>World</nnp>
d63890b0b750c0bdb29f0c38de744491,<vbg>Writing</vbg> <in>Without</in> <nns>Worries</nns>
d622134160dff097c03394d25ec2a621,<nnp>Software</nnp> <to>to</to> <vb>Work</vb> <in>By</in>
d6201ec51d9533765e3f6ee9387c7866,<nnp>Inflatable</nnp> <nnp>Solar</nnp> <nnp>System</nnp> <nns>Planets</nns> <pp>!</pp>
d61d06b255ef4259e19bf5436894463e,<nn>Teaching</nn> <in>for</in> <det>the</det> <jj>Future</jj>
d60adf0df803b3a76c5f6b0bf625ede8,<nn>Stability</nn> <in>in</in> <nnp>Learning</nnp>
d605b9c25a60148d305d8b00ed042ed2,<det>A</det> <jj>Sensory</jj> <nn>Break</nn>
d5ec04398fe99dea5654ec4053a1f2a8,<ppl>``</ppl> <jj>Extra</jj>
d5cc5a97dcfcc6fc0dd1425de0f583de,<nnp>Great</nnp> <nns>Readers</nns> <vbp>Do</vbp> <rb>n't</rb> <rb>Just</rb> <vb>Read</vb> <in>At</in> <nns>Desks</nns> <pp>!</pp>
d5c71d407a18ea06fa4e63ec00f56bef,<vbn>Wanted</vbn> <pps>:</pps> <nn>Reading</nn> <nnp>Center</nnp>
d5c295ccf175c58bc85cc03c4c81f4ed,<nnp>Kindergartners</nnp> <nnp>Mastering</nnp> <nnp>Common</nnp> <nnp>Core</nnp> <nnp>Math</nnp> <pp>!</pp>
d5aeabc96c4cc66a17c47cdf872e1cd0,<nnp>Children</nnp> <nnp>Love</nnp> <nn>Listening</nn> <pp>!</pp>
d5ad6ba0fb213248dd37bd99546cb93c,<nnp>BULLY</nnp> <nnp>Project</nnp>
d5757f7a667bc38c8fae9133426b846e,<nnp>Building</nnp> <nn>Background</nn> <cc>and</cc> <jjr>More</jjr>
d56abcb3b2dbe4e6f6dc5d640572b492,<nn>Slip</nn> <in>into</in> <nnp>Organization</nnp> <pp>!</pp>
d56a47e3a1a49584b3b7d70192ae029f,<nn>Help</nn> <nnp>Us</nnp> <vbp>Learn</vbp> <to>to</to> <nnp>Play</nnp> <nnp>Our</nnp> <nnp>Instruments</nnp> <pp>!</pp>
d56a47e3a1a49584b3b7d70192ae029f,<nnp>Part</nnp> <cd>2</cd> <pp>!</pp>
d5628cebfe9621a6bb81092f32031c80,<vbg>Researching</vbg> <nn>History</nn> <in>In</in> <det>The</det> <nnp>Magic</nnp> <nn>Tree</nn> <nnp>House</nnp> <pp>!</pp>
d55bc6339349ba5d50f0924e7cc3f762,<in>If</in> <prp>We</prp> <rb>Only</rb> <vbd>Had</vbd> <det>an</det> <nn>iPad</nn> <pp>.</pp> <pp>.</pp> <pp>.</pp>
d559880f41f187ca36a1ad2445b578da,<rb>Just</rb> <in>Like</in> <prp>Me</prp>
d55257dc7abc00ee340da4c661dc1e39,<nn>Reading</nn> <nn>Retreat</nn>
d550b986a9ccac3cbe97f32f72e0a12b,<nnp>Kids</nnp> <nn>Need</nn> <det>An</det> <nnp>Environment</nnp> <in>That</in> <nns>Supports</nns> <prps>Their</prps> <jj>Potential</jj>
d54c7fc67ed60d2f836ab404222671bf,<nnp>Working</nnp> <in>with</in> <nns>Words</nns> <cc>and</cc> <nnp>Vocabulary</nnp>
d54c58b7bebc65721249c10a10b4bae6,<nnp>Sharp</nnp> <nns>Pencils</nns> <sym>=</sym> <nnp>Sharp</nnp> <nns>Minds</nns>
d54b3abe0cec461aedc315a0ac752dd4,<vbg>Flipping</vbg> <in>for</in> <nn>Literacy</nn>
d5475015fffdb8eb9a1e5678f2484460,<det>No</det> <vbz>Bullies</vbz> <pp>!</pp> <pp>!</pp>
d5475015fffdb8eb9a1e5678f2484460,<rb>Only</rb> <nns>Leaders</nns> <pp>!</pp>
d523dcc8826fefb5268c0cc07261dcb2,<vb>Engage</vb> <nnp>Earth</nnp> <nnp>Science</nnp> <nns>Students</nns> <in>with</in> <nnp>High</nnp> <nnp>Interest</nnp> <nnps>Materials</nnps>
d5202de3a7d93b8c208b74674692cdb0,<vbg>Keeping</vbg> <nns>Kids</nns> <nnp>Safe</nnp> <in>With</in> <nns>iPads</nns>
d5200225e922cf6f5c2a4ef2254e6c40,<det>The</det> <nnp>Pride</nnp> <in>of</in> <det>the</det> <nnp>Big</nnp> <nnp>Black</nnp> <nns>Folders</nns>
d51f9e3c5cd7389dfce83dde5f1b978d,<nn>Measure</nn> <nn>Measure</nn> <pp>!</pp>
d51e4a0c1864be5b1678399f7e7c4a03,<rb>Not</rb> <det>a</det> <nnp>Pot</nnp> <nnp>O</nnp> <pos>'</pos> <nnp>Gold.Just</nnp> <det>a</det> <nn>Laptop</nn> <pp>!</pp>
d5191be95c540bab2d6f109892d2e4e9,<nnp>First</nnp> <nns>Graders</nns> <nnp>Love</nnp> <nnp>Science</nnp> <nnp>Books</nnp> <pp>!</pp>
d517760cac5c66ae339c79c1544d7a6c,<prp>It</prp> <vbz>'s</vbz> <prps>Your</prps> <nn>Birthday</nn> <pp>!</pp>
d4f75b6b3953df73ae1bae9c92cd38e9,<ppl>``</ppl> <in>Up</in>
d4f584c0acbe80c1daf0bf4463ed8265,<nnp>Technology</nnp> <vbd>Needed</vbd> <pp>!</pp>
d4eca8cba1394d0972c12701e15a74b6,<nn>Kindergarten</nn> <nn>Technology</nn> <pp>!</pp> <pp>!</pp>
d4eca8cba1394d0972c12701e15a74b6,<prp>We</prp> <md>Can</md> <vb>See</vb> <nn>Everything</nn> <pp>!</pp>
d4dbb7ba2c35fa1fa9b43ce7d9c8e62a,<jjr>Kinder</jjr> <nnps>Corners</nnps> <nnp>Centers</nnp>
d4d8cbd4044343af0aa422d78b9a68bd,<nnp>Power</nnp> <in>On</in> <pp>!</pp>
d4d8cbd4044343af0aa422d78b9a68bd,<nnp>Read</nnp> <in>On</in> <pp>!</pp>
d4cb2c13baf031b1eaa1cd8f59e809d7,<nnp>WWE</nnp> <jj>Preschool</jj> <nn>Class</nn>
d4c55504f95f67f5f3fea53002218057,<jj>Awesome</jj> <nn>Art</nn> <nns>Supplies</nns> <in>for</in> <jj>Awesome</jj> <nn>Art</nn> <nns>Students</nns> <pp>!</pp>
d4bf40040dd507e8ded78ed1910fb7a3,<vbg>Creating</vbg> <det>A</det> <nnp>Classroom</nnp> <nnp>Library</nnp> <pp>!</pp> <pp>!</pp>
d4b8d67dd4377d04847b6a2e10de15fe,<vbn>Guided</vbn> <nn>Reading</nn> <nns>Binders</nns> <pp>!</pp>
d4b5dd44d277373f4bc5220d5fe94c32,<jj>Loving</jj> <nn>Literature</nn> <nnp>Learning</nnp> <nnp>Centers</nnp>
d4b27dfd76719845a3c64a2b72449764,<prp>I</prp> <vbp>Want</vbp> <prps>My</prps> <nns>Students</nns> <to>To</to> <nnp>Graduate</nnp> <pp>!</pp>
d4aa2c2d2565ed8174e3f5a5d29b959d,<nnp>Math</nnp> <vbz>is</vbz> <rb>Everywhere</rb> <pp>!</pp>
d4a96a01b3697fb8774f8742115a120f,<nnp>Supersize</nnp> <prp>Me</prp>
d4868586dc3680de4b04174652915453,<nn>Kindergarten</nn> <nn>Computer</nn> <nn>Literacy</nn> <nnp>Center</nnp> <to>To</to> <vb>Enhance</vb> <nnp>Learning</nnp>
d47b53bd7df15b52d55e3678f7201497,<nnp>Valuable</nnp> <jj>Visual</jj> <nnp>Vision</nnp>
d474db6d8de4ce80f206348a0b4f69b0,<nnp>Technology</nnp> <nnp>Learning</nnp> <nnp>Maniacs</nnp>
d4709567050ead23ba05303c676ff2be,<uh>Oh</uh> <nn>the</nn> <nnps>Places</nnps> <prp>You</prp> <md>Will</md> <vb>Go</vb> <pp>!</pp>
d4709567050ead23ba05303c676ff2be,<nns>Readers</nns> <nnp>Journeying</nnp> <in>Through</in> <nnp>Books</nnp> <pp>!</pp>
d463a912d6772bbe38b597eede365d60,<prps>Our</prps> <nns>Tables</nns> <vbp>Are</vbp> <in>On</in> <prps>Their</prps> <jj>Last</jj> <nns>Legs</nns> <cc>&</cc> <nn>Need</nn> <prps>Your</prps> <nn>Support</nn> <pp>!</pp> <pp>!</pp>
d44d573799c924aa8df7ea3de4695844,<nnp>Magic</nnp> <nnp>Slate</nnp> <nnp>Time</nnp>
d448e3155bbadeb0027d51ba9e8ed68e,<vbg>Integrating</vbg> <cc>and</cc> <vbg>Enriching</vbg> <nnp>Math</nnp> <cc>and</cc> <nnp>Science</nnp> <nns>Lessons</nns>
d44497f6c68ccf3eac9ac53d1959f090,<nn>Operation</nn> <nnp>Organization</nnp> <pp>!</pp>
d43e311941ef63ef94fbc84364528dbd,<nn>Help</nn> <prps>our</prps> <nnp>Preschoolers</nnp> <to>to</to> <vb>be</vb> <nnp>Safe</nnp> <in>While</in> <vbg>Riding</vbg> <nnp>Tricycles</nnp>
d430c3efc86bd40293c96c77a7b8c0c5,<nn>Help</nn> <vb>Increase</vb> <prps>Our</prps> <nn>Reading</nn> <nnp>Fluency</nnp> <pp>!</pp>
d42e08b437a04354fff2daf3e3880712,<nnp>High</nnp> <nnp>Interest</nnp> <nns>Novels</nns> <in>for</in> <vbg>Struggling</vbg> <nns>Readers</nns>
d428fb809d090d1476b5837c84e5a6b8,<nnp>First</nnp> <nnp>Grade</nnp> <nnp>Centers</nnp> <vbd>Needed</vbd>
d4096a4145d3b0037d4011a2405e1849,<nnp>Little</nnp> <nns>Scientists</nns>
d3e8bdb67dcb9c07609f705e4ba5ebe4,<prps>Our</prps> <nn>Fauve-rite</nn> <nns>Things</nns> <pps>:</pps> <nns>Paintings</nns> <in>that</in> <jj>Last</jj> <pp>!</pp>
d3e09e6471196bde774f8dcedc4883a0,<det>The</det> <nnp>Magic</nnp> <in>of</in> <nnp>Rainy</nnp> <nnp>Day</nnp> <nn>Rhythm</nn>
d3d568213e6892f1a8b1c55b6cc33878,<nnp>Graphic</nnp> <nns>Novels</nns> <vbp>Motivate</vbp> <jj>Reluctant</jj> <nns>Readers</nns> <pp>!</pp>
d3c121799d432cee8e69062acde82de0,<nnp>Clean</nnp> <nnp>Water</nnp> <in>For</in> <jj>Healthy</jj> <nns>Minds</nns> <cc>And</cc> <nns>Bodies</nns>
d3b4e1e27228261be6cfbed69fd6d62a,<ppl>``</ppl> <det>The</det> <jjr>More</jjr> <prp>You</prp> <vb>Read</vb>
d3aaf9914beddaed268f0c3c35adbb1f,<nn>History</nn> <in>In</in> <nnp>Pictures</nnp> <vbz>Is</vbz> <nnp>Worth</nnp> <nnp>Way</nnp> <rbr>More</rbr> <in>Than</in> <cd>1000</cd> <nns>Words</nns>
d391d9d665dc2d5ff16cce1c9447ef2d,<det>The</det> <jj>Future</jj> <vbz>is</vbz> <nnp>College</nnp> <jj>Bound</jj>
d38467a163c800039625a9d7cca639db,<nnp>Netbook</nnp> <in>for</in> <nnp>Math</nnp> <nnp>Podcasting</nnp>
d382ee72365a0631e6dbf4c4c10d153b,<nn>Everyone</nn> <nns>Needs</nns> <prps>Their</prps> <jj>Own</jj> <nnp>Space</nnp> <pp>!</pp>
d37a209925808c0387d2ca4a8afd0086,<prps>Our</prps> <jj>Future</jj> <vbz>'s</vbz> <rb>So</rb> <jj>Bright</jj> <pps>-</pps> <prp>We</prp> <vbp>'re</vbp> <nnp>Gonna</nnp> <pos>'</pos> <nn>Need</nn> <nn>Shade</nn> <pp>!</pp>
d371162f0688c19f5c29bc60af948cba,<nnp>Advanced</nnp> <nnp>Placement</nnp> <nnp>BC</nnp> <nnp>Calculus</nnp>
d33f083ad72975be481469348b62773f,<vbg>Taking</vbg> <nn>Science</nn> <to>to</to> <nnp>New</nnp> <nnp>Heights</nnp>
d33f083ad72975be481469348b62773f,<in>With</in> <nns>Rockets</nns>
d33860e20ac1fddf64fc6307116a18ba,<nnp>Julie</nnp> <in>of</in> <det>the</det> <nns>Wolves</nns> <pps>:</pps> <nnp>Comprehensive</nnp> <nn>Novel</nn> <nn>Study</nn>
d327298944f469fd66ec40ad4126466e,<nnp>Computer</nnp> <nns>Headphones</nns> <in>for</in> <nnp>Kindergarteners</nnp>
d32721b2db99d9d28d92b18b75ef07f7,<ppl>``</ppl> <nnp>Gettin</nnp> <pos>'</pos> <det>a</det> <nnp>Head</nnp> <nn>Start</nn> <in>with</in> <nn>Reading</nn>
d31e4b8777f3d3d9a3cc827202c1b4c5,<vbg>Writing</vbg> <nnp>Paragraphs</nnp> <in>for</in> <nnp>ELLs</nnp>
d3196536481747e9c828a9fcf000f4b0,<nn>Help</nn> <nnp>My</nnp> <nns>Students</nns> <vbp>Write</vbp> <in>With</in> <nn>Confidence</nn> <pp>!</pp>
d316989011923af3adc3f766148f3de7,<jj>Special</jj> <nns>Students</nns> <vbp>Need</vbp> <jj>Special</jj> <nns>Materials</nns> <pp>!</pp>
d316989011923af3adc3f766148f3de7,
d2f35c5e97bbfdbe91c8436d3f5320e0,<prp>We</prp> <nnp>Love</nnp> <nnp>Books</nnp>
d2eafa8cf2814bc569bf841bf233532e,<nn>Literature</nn> <nns>Circles</nns>
d2e4b3657f84897d48d534bb0d3a96c0,<nn>Help</nn> <nnp>Inner</nnp> <nnp>City</nnp> <nnp>Kids</nnp> <nn>Fall</nn> <in>in</in> <nnp>Love</nnp> <in>with</in> <nns>Novels</nns> <pp>!</pp>
d2e1d9f160c631cf040df8a555baac51,<nnp>Classroom</nnp> <nn>Literacy</nn> <pps>-</pps> <nnp>Life</nnp> <nnp>Science</nnp>
d2df3436c55432f99b806973c8ebb23f,<nnp>Read</nnp> <in>Around</in> <det>the</det> <nnp>World</nnp> <in>in</in> <cd>180</cd> <nns>Days</nns> <in>with</in> <nnp>Tricksters</nnp> <cc>&</cc> <nnp>Bluford</nnp>
d2d6713a9ec59c59b7f9117e709cd457,<nnp>Book</nnp> <nnp>Bins</nnp> <in>for</in> <jj>Brilliant</jj> <nnp>Bookworms</nnp>
d2b1f13bbdf7951cf0077d2df0992109,<ppl>``</ppl> <nnp>Hurricane</nnp> <nnp>Sandy</nnp> <pp>!</pp>
d2b1f13bbdf7951cf0077d2df0992109,<prp>She</prp> <vbd>took</vbd> <prps>our</prps> <nns>homes</nns>
d29c8600b8f5e45053fa5907c2825fed,<wrb>Why</wrb> <nnp>Read</nnp> <nnp>Faulkner</nnp> <in>In</in> <nnp>Mississippi</nnp> <pp>?</pp>
d29a19ae1f32df89612cafc544e7cd2f,<nnp>Home</nnp> <in>for</in> <prps>Our</prps> <nns>Puppets</nns>
d28b782b65196f76c806c95f5393ec9f,<vbg>Climbing</vbg> <to>To</to> <det>The</det> <jj>Top</jj> <pp>.</pp>
d28b782b65196f76c806c95f5393ec9f,<rb>Literally</rb>
d289da648d673ffab3e1ecd118525229,<nnp>Have</nnp> <det>a</det> <nn>Seat</nn> <cc>and</cc> <nnp>Read</nnp> <pp>!</pp>
d2735b9a44d712fbdc525a84ea21ab8d,<nnp>Classroom</nnp> <nns>Supplies</nns> <vbd>Needed</vbd>
d2729f064bc29fe551960020ceabd8b7,<vbg>Becoming</vbg> <nns>Authors</nns> <pps>:</pps> <nnp>Recreating</nnp> <nnp>Little</nnp> <nnp>Red</nnp> <nn>Riding</nn> <nnp>Hood</nnp>
d26c95cdf92a4e3a3823ae8f1ccec412,<nnp>Apple</nnp> <nn>Laptop</nn> <in>for</in> <nnp>School</nnp> <nnp>Newspaper</nnp>
d25d68ae142ff235395f74bc07a7fb9d,<nn>Help</nn> <nnp>Us</nnp> <vb>Listen</vb> <cc>And</cc> <vb>Learn</vb> <pp>!</pp>
d25bbd771cf7ef1be9300bbee6cb78b3,<nnp>Comfy</nnp> <jj>Cozy</jj> <nn>Reading</nn> <nnp>Center</nnp>
d24ce216260d431cc1fc3b43d6ff7e64,<prps>Your</prps> <nns>Dollars</nns> <vbd>Needed</vbd> <to>to</to> <vb>Educate</vb> <prps>my</prps> <nnp>Young</nnp> <nns>Scholars</nns>
d23c184be102355f2ed04ac0658d1cc1,<det>The</det> <nnp>Little</nnp> <nnp>Kinders</nnp> <in>That</in> <md>Could</md> <pp>!</pp>
d23bef455af39942a05a00877b6fce44,<jj>Anatomical</jj> <nn>Dissection</nn> <in>of</in> <det>a</det> <jj>Fetal</jj> <nn>Pig</nn>
d23642f8bad9c532ec8e8984feed363b,<nns>Investigators</nns> <in>on</in> <det>a</det> <nnp>Mission</nnp>
d21cf405c8ccf7dec7b8d6fd7bea5a8c,<nnp>Physical</nnp> <nnp>Education</nnp> <in>for</in> <det>Every</det> <nn>Body</nn>
d21a7f0e1b9d6ca1ea9f5a7e396547ce,<prp>We</prp> <md>'ll</md> <nnp>Leap</nnp> <rb>Ahead</rb> <in>With</in> <nnp>Leapsters</nnp> <pp>!</pp>
d2173e18d431c42dde18d6504ea64ccb,<nnp>Apple</nnp> <nnp>Apps</nnp>
d1f1d0dd67d4c5ae14960ce35e9d10ed,<nnp>Checkmating</nnp> <nn>Tolerance</nn>
d1f00f9b56ded8101d9a5a081a999609,<prp>We</prp> <vbp>Are</vbp> <nnp>Wild</nnp> <in>About</in> <nn>Reading</nn> <nn>Comprehension</nn>
d1ed6ad1e0333c5bab264cea6d9c178d,<vbg>Helping</vbg> <jj>Special</jj> <nns>Needs</nns> <nns>Students</nns> <in>in</in> <nnp>Rural</nnp> <nnp>Alaska</nnp> <vb>Succeed</vb>
d1e6b688258902801613f72332c2f917,<vbg>Integrating</vbg> <nnp>Technology</nnp> <in>for</in> <nnp>ALL</nnp> <nnp>Learners</nnp> <in>in</in> <det>the</det> <nnp>Classroom</nnp>
d1decb9a9c8ac5fb25c886a699188844,<vbg>Growing</vbg> <in>into</in> <nns>Readers</nns> <in>in</in> <nn>Kindergarten</nn> <pp>!</pp>
d1dd76e9cf3086c36415819246af0a1d,<nn>Help</nn> <vb>Bring</vb> <nnp>Technology</nnp> <in>into</in> <det>a</det> <nnp>New</nnp> <nn>Kindergarten</nn> <nnp>Classroom</nnp> <pp>!</pp>
d1dcf7456730a708a58eee99ce72fbee,<nnp>Math</nnp> <sym>+</sym> <nn>Reading</nn> <sym>=</sym> <rb>Double</rb> <det>the</det> <nnp>Learning</nnp> <pp>!</pp>
d1d98674c1fb9d9da457c7a83c13487b,<vbg>Creating</vbg> <nnps>Places</nnps> <to>to</to> <vb>Work</vb>
d1d2a1c57906c0ae574da0a1aaca4117,<ppl>``</ppl> <prp>You</prp> <vbp>'ve</vbp> <nnp>Got</nnp> <to>to</to> <vb>Move</vb> <prp>It</prp>
d1cb2b6da5c0a40d89744410c8dfd8a1,<nnp>Go</nnp> <nnp>AP</nnp> <nnp>Env</nnp> <pp>.</pp>
d1cb2b6da5c0a40d89744410c8dfd8a1,<nnp>Science</nnp> <cc>&</cc> <vb>Be</vb> <nnp>Green</nnp> <in>with</in> <nnp>Mr.</nnp> <nnp>Hutchinson</nnp>
d1cb2b6da5c0a40d89744410c8dfd8a1,<nnp>APES</nnp>
d1c47fcf3a0b7a7c9a9903aa51b872c7,<ppl>``</ppl> <in>Off</in> <prp>We</prp> <vb>Go</vb> <to>To</to> <vbg>Playing</vbg>
d1af1953d10576096a1adff2df373b8f,<ppl>``</ppl> <prp>We</prp> <nnp>Miss</nnp> <ppl>``</ppl> <ppl>``</ppl> <nn>Dancing</nn> <in>Up</in> <det>A</det> <nn>Storm</nn> <ppr>''</ppr> <ppr>''</ppr> <pp>!</pp> <ppr>''</ppr>
d1ab2a83f69a17cdc4c1169078220509,<vbg>Developing</vbg> <nnp>Professional</nnp> <nns>Musicians</nns>
d1a5b057c1ad2a2adcf93178f1978ff1,<vb>Lend</vb> <det>A</det> <nn>Hand</nn> <to>To</to> <nn>Literacy</nn>
d1a4895474bb1a3e01f34764b5ba37e4,<nnp>Microscopes</nnp> <vbd>Needed</vbd> <in>for</in> <jj>Budding</jj> <nns>Scientists</nns>
d1a2be0a3cf3b9447b9a85ca9bf630d9,<nnp>Mrs.</nnp> <nnp>Litherland</nnp> <pos>'s</pos> <nnp>First</nnp> <nnp>Grade</nnp> <nns>Rocks</nns> <pp>!</pp>
d1a1e3208a0812921d39b22ef8a645fe,<jj>Unique</jj> <nns>Kids</nns> <vbp>Need</vbp> <jj>Unique</jj> <nn>Technology</nn>
d19cec012006d6f7ee6856bef53e626c,<prp>We</prp> <vbp>Need</vbp> <nns>Computers</nns> <pp>!</pp>
d18d97365fa7afe91f8f1b61b687431b,<nnp>Wireless</nnp> <nnp>VGA</nnp> <nn>Adapter</nn>
d17c92c2e9e9de5f36203283ad6ddadb,<wrb>When</wrb> <prp>I</prp> <vbp>Grow</vbp> <in>Up</in> <prp>I</prp> <vbp>Want</vbp> <to>To</to> <vb>Be</vb> <pp>.</pp>
d16636d8c578c8c3ac0599ff331b424a,<nnp>Art</nnp> <in>Around</in> <det>the</det> <nnp>World</nnp>
d164f8327464bbbad87a668e4f921635,<vbg>Making</vbg> <nnp>Time</nnp> <in>for</in> <nnp>Art</nnp> <in>in</in> <det>the</det> <nnp>Classroom</nnp> <pp>!</pp>
d163856229f2fc065902c28c6587fa01,<vbn>Guided</vbn> <nn>Reading</nn> <in>in</in> <det>the</det> <jj>Common</jj> <nnp>Core</nnp> <pp>!</pp> <pp>!</pp> <pp>!</pp> <pp>!</pp>
d145492c27f947121a37a8239f5625f1,<nnp>Library</nnp> <nns>Students</nns> <vbp>Need</vbp> <nnp>Comfy</nnp> <nns>Seats</nns> <to>to</to> <vb>Relax</vb> <in>While</in> <nn>Reading</nn>
d14347253ab413bce887a20c920026db,<nn>iLearn</nn> <in>with</in> <nns>iPads</nns>
d13abd73ed6146b0dfeae09452ad33c4,<det>A</det> <nnp>Show</nnp> <in>of</in> <nns>Hands</nns>
d13abd73ed6146b0dfeae09452ad33c4,<nnp>OT</nnp> <to>to</to> <det>the</det> <nn>Rescue</nn> <pp>!</pp>
d138797a13e009e109269ce6e9e69157,<nn>Measure</nn> <nnp>ME</nnp> <pp>!</pp> <nns>Hands</nns> <in>on</in> <nnp>Measurement</nnp> <nnps>Activities</nnps>
d1381ef05c817c89bb530e73875cd0c0,<md>Can</md> <prp>I</prp> <vbp>Hear</vbp> <nnp>MY</nnp> <nnp>Story</nnp>
d131dd085a83132d4414f6eef5141972,<jj>I-Pad</jj> <in>In</in> <jj>Preschool</jj>
d12da3ba019ab8b84d6817cd99be1cfc,<nnp>New</nnp> <nnp>School</nnp> <nn>Year</nn> <nns>Supplies</nns>
d115bcc88d1c177cbbb535bf19c2563d,<jj>Tangled</jj> <in>Up</in> <in>In</in> <nnp>Learning</nnp> <in>With</in> <nnp>Wireless</nnp> <nns>Headphones</nns>
d114c631853e795283c60f6b11b61b29,<in>So</in> <jj>Much</jj> <to>To</to> <vb>Learn</vb> <pp>!</pp>
d112ccf1d429030afc550d5369c5e5d8,<nnp>Let</nnp> <pos>'s</pos> <nnp>Have</nnp> <nn>Fun</nn> <nn>Reading</nn> <pp>!</pp>
d0f1f2ed65945d0aa7647c34f0698aec,<nnp>World</nnp> <vbg>Drumming</vbg> <vbz>is</vbz> <det>a</det> <nnp>HIT</nnp> <pp>!</pp>
d0e50242807111e73353838f61227aa1,<nnp>U.S.</nnp> <nnp>Cellular</nnp> <vb>Please</vb> <nn>Help</nn> <nnp>Our</nnp> <nnp>Classroom</nnp>
d0dc1d12c0532ac49eaa702bd4f22ac8,<rb>Back</rb> <vb>Pack</vb> <nnp>Attack</nnp>
d0bee9e6f5da79a9586de4f01b69951a,<nnp>Watch</nnp> <nnp>Us</nnp> <vb>Grow</vb> <pp>!</pp> <pp>!</pp>
d0b1aa55276c53329231c71dac45e93b,<nnp>Ready.Set.GROW</nnp> <pp>!</pp>
d0999c571228e34c9f9b7824404bc7f7,<nn>Beginning</nn> <nnp>Violin</nnp> <nn>Ensemble</nn> <sym>#</sym> <cd>4</cd>
d08b420809972657f409bc3384386a91,<rb>Primarily</rb> <vbg>Teaching</vbg>
d07f33be2caef72dcb520ab62ae46e8e,<det>A</det> <nn>Child</nn> <pos>'s</pos> <nnp>Garden</nnp> <in>In</in> <det>the</det> <nnp>Desert</nnp>
d06f975025ada001a8905d7ac7de0b80,<nnp>Math</nnp> <nnps>Games</nnps>
d06d34cf8b747efd7ce138c79e0838b3,<nns>Hands</nns> <in>on</in> <nns>Keys</nns>
d067acbdca5afa36e114169cba830129,<nnp>Musically</nnp> <nnp>Organized</nnp>
d05ed9233dc849a0bef20f756e726fff,<jj>Hands-on</jj> <nns>Materials</nns> <in>for</in> <nnp>ELLs</nnp>
d05a25562a764baa9cce85c93610cdd0,<ppl>``</ppl> <nnp>Computer</nnp>
d043cf807ae061361a6cd54299398d8d,<vbg>Connecting</vbg> <in>With</in> <prps>Our</prps> <nn>E-Pals</nn> <in>With</in> <det>An</det> <nnp>HP</nnp> <nnp>Netbook</nnp>
d03e471a3bab5006150622791489555f,<vbg>Meeting</vbg> <nnp>Technology</nnp> <nn>Head-On</nn> <pp>!</pp>
d039c0b4ce3e583f0793d74cad840184,<prp>It</prp> <vbz>'s</vbz> <det>A</det> <nnp>Sin</nnp> <to>to</to> <nnp>Waste</nnp> <det>a</det> <nn>Chance</nn> <in>Like</in> <det>This</det>
d0318c71d084df834de5e7e77cae7c1f,<vbg>Getting</vbg> <jj>Ready</jj> <to>to</to> <vb>Be</vb> <det>an</det> <nnp>Instrumentalist</nnp> <pps>:</pps> <nn>Soprano</nn> <nns>Recorders</nns> <pp>!</pp>
d02beb6b7ff1868fa654d262c1c8111a,<jj>Inspirational</jj> <nnp>Station</nnp>
d0297d0b90e789644de0cea4ba6a4f43,<nns>Texts</nns> <in>for</in> <jj>Critical</jj> <cc>and</cc> <nnp>Analytical</nnp> <nnp>Graphic</nnp> <nns>Historians</nns>
d0075485829715d4605c2b3d4b7595c2,<nnp>Fitness</nnp> <in>with</in> <jj>Fast</jj> <nns>Feet</nns>
