projectid,<nn>essay</nn>
f1442758164188b8cb1192f14bdab014,<nnp>\n</nnp> <nnp>\nMy</nnp> <nn>school</nn> <vbz>has</vbz> <in>over</in> <cd>3</cd>
f1438c4d46e06de210638fd6918064f9,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <jj>large</jj> <nn>mat</nn> <to>to</to> <vb>train</vb> <in>in</in> <det>the</det> <jj>various</jj> <nn>movement</nn> <nns>styles</nns> <in>that</in> <prp>we</prp> <vbp>study</vbp> <pp>.</pp>
f14351fc41f92b558bfec0067578c9e6,<jj>eager</jj> <to>to</to> <vb>learn</vb> <nns>students</nns> <wp>who</wp> <vbp>live</vbp> <in>in</in> <pp>.</pp> <ppr>''</ppr>
f1217c085abc887ad914c68bc1afc3e6,<nns>counters</nns>
f11dd20e56b6ce7bf5a04ad65a3c7cf5,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>2</cd> <nns>sets</nns> <in>of</in> <det>the</det> <nnp>Diary</nnp> <in>of</in> <det>a</det> <nnp>Wimpy</nnp> <nnp>Kid</nnp> <nn>series</nn> <pp>.</pp>
f11ab249ae6c0282029d7ee293fc9a48,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>love</vbp> <vbg>playing</vbg> <nn>math</nn> <cc>and</cc> <nn>literacy</nn> <nns>games</nns> <prp>I</prp> <vbp>print</vbp> <in>out</in> <pps>;</pps> <rb>however</rb> <rb>sometimes</rb> <prp>they</prp> <nn>rip</nn> <cc>or</cc> <vb>get</vb> <vbn>wrinkled</vbn> <in>because</in> <prp>they</prp> <vbp>are</vbp> <rb>not</rb> <vbn>laminated</vbn> <pp>.</pp>
f11ab249ae6c0282029d7ee293fc9a48,<det>A</det> <nn>classroom</nn> <nn>laminator</nn> <md>will</md> <vb>help</vb> <prp>us</prp> <vb>save</vb> <det>all</det> <prps>our</prps> <nns>games</nns> <cc>and</cc> <vb>allow</vb> <prp>us</prp> <to>to</to> <nn>reuse</nn> <prp>them</prp> <pp>.</pp>
f11ab249ae6c0282029d7ee293fc9a48,<nnp>\n</nnp> <nnp>\nWelcome</nnp> <to>to</to> <prps>our</prps> <jj>preschool</jj> <nn>class</nn>
f116b18d3167942a9d814c1fb6a1f04b,<det>the</det> <nn>quality</nn> <in>of</in> <nn>performance</nn> <vbz>is</vbz> <vbn>increased</vbn> <rb>exponentially</rb> <cc>and</cc> <det>the</det> <pp>.</pp> <ppr>''</ppr>
f10baf83690a81d8c0204f3d10eae2ef,<nn>paper</nn> <vbz>covers</vbz>
f107271359c56e10bdce2ebd59147590,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <det>the</det> <jj>first</jj> <nn>time</nn> <prp>you</prp> <rb>actually</rb> <vbn>played</vbn> <det>a</det> <nn>board</nn> <nn>game</nn> <pp>?</pp>
f107271359c56e10bdce2ebd59147590,<nnp>Most</nnp> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>have</vbp> <rb>never</rb> <vbn>played</vbn> <det>a</det> <nn>board</nn> <nn>game</nn> <in>with</in> <det>a</det> <nn>family</nn> <nn>member</nn> <cc>or</cc> <nn>friend</nn> <in>because</in> <det>the</det> <nns>parents</nns> <vbp>have</vbp> <to>to</to> <vb>work</vb> <jj>several</jj> <nns>jobs</nns> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<nnp>\n</nnp> <nnp>\nTeaching</nnp> <cd>3rd</cd> <nn>grade</nn> <in>at</in> <det>a</det> <jj>low</jj> <jj>socioeconomic</jj> <nn>area</nn> <md>can</md> <vb>make</vb> <prps>your</prps> <nn>heart</nn> <nn>heavy</nn> <cc>but</cc> <prp>I</prp> <md>would</md> <rb>n't</rb> <vb>change</vb> <prps>my</prps> <nn>position</nn> <in>for</in> <det>the</det> <nn>world</nn> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<det>These</det> <nns>children</nns> <vbp>have</vbp> <det>a</det> <nn>desire</nn> <to>to</to> <vb>learn</vb> <cc>and</cc> <nn>need</nn> <to>to</to> <vb>experience</vb> <rb>even</rb> <det>the</det> <jjs>smallest</jjs> <nns>things</nns> <in>like</in> <nn>playing</nn> <det>a</det> <nn>board</nn> <nn>game</nn> <wdt>which</wdt> <jjs>most</jjs> <vbp>have</vbp> <rb>n't</rb> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<prp>They</prp> <vbp>love</vbp> <nn>life</nn> <cc>and</cc> <vbp>are</vbp> <rb>extremely</rb> <jj>excited</jj> <in>at</in> <vbg>discovering</vbg> <jj>new</jj> <nns>things</nns> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<prp>It</prp> <vbz>is</vbz> <jj>sad</jj> <to>to</to> <vb>know</vb> <det>these</det> <nns>children</nns> <vbp>have</vbp> <rb>n't</rb> <vbd>had</vbd> <det>the</det> <jj>same</jj> <nns>experiences</nns> <rb>most</rb> <in>of</in> <prp>us</prp> <vbp>have</vbp> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<nnp>\n</nnp> <nnp>\nI</nnp> <nn>plan</nn> <in>on</in> <vbg>using</vbg> <det>the</det> <nn>comprehension</nn> <nns>games</nns> <in>for</in> <jj>hands-on</jj> <nn>learning</nn> <cc>and</cc> <vbg>bringing</vbg> <nn>laughter</nn> <in>into</in> <det>the</det> <nn>classroom</nn> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<nnps>Games</nnps> <md>would</md> <vb>bring</vb> <nns>smiles</nns> <to>to</to> <prps>my</prps> <nns>kids</nns> <vbz>faces</vbz> <cc>and</cc> <vb>help</vb> <in>with</in> <vbg>learning</vbg> <det>the</det> <nns>skills</nns> <vbd>needed</vbd> <to>to</to> <vb>retain</vb> <nn>comprehension</nn> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<prp>I</prp> <vbp>believe</vbp> <det>a</det> <nn>classroom</nn> <vbz>is</vbz> <rb>n't</rb> <det>a</det> <ppl>``</ppl> <ppl>``</ppl> <nn>lecture</nn> <nn>place</nn> <ppr>''</ppr> <ppr>''</ppr> <cc>but</cc> <det>a</det> <nn>place</nn> <to>to</to> <vb>discover</vb> <jj>new</jj> <cc>and</cc> <jj>exciting</jj> <nns>things</nns> <in>through</in> <jj>active</jj> <nn>engagement</nn> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<nnp>Higher</nnp> <nn>order</nn> <in>of</in> <nn>thinking</nn> <vbz>requires</vbz> <nn>practice</nn> <cc>and</cc> <det>these</det> <nns>games</nns> <md>will</md> <vb>help</vb> <in>on</in> <det>that</det> <nn>level</nn> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<nnp>\n</nnp> <nnp>\nReading</nnp> <vbz>is</vbz> <nn>everything</nn> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<rb>Everywhere</rb> <prp>you</prp> <vbp>look</vbp> <prp>you</prp> <vbd>read</vbd> <pp>.</pp>
f107271359c56e10bdce2ebd59147590,<rb>However</rb>
f105b795f4f9a7e4afe214568bc95083,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <vbg>listening</vbg> <to>to</to> <prps>your</prps> <jj>favorite</jj> <nn>fairy</nn> <nn>tale</nn> <wrb>when</wrb> <prp>you</prp> <vbd>were</vbd> <in>in</in> <jj>Elementary</jj> <nnp>School</nnp> <pp>?</pp>
f105b795f4f9a7e4afe214568bc95083,<nn>Folk</nn> <cc>and</cc> <nn>fairy</nn> <nns>tales</nns> <vbp>are</vbp> <rb>just</rb> <cd>one</cd> <nn>unit</nn> <in>of</in> <nn>study</nn> <prps>my</prps> <jj>second</jj> <nns>graders</nns> <vbp>engage</vbp> <in>in</in> <in>during</in> <nn>reading</nn> <cc>and</cc> <nn>writing</nn> <nn>workshop</nn> <pp>.</pp>
f105b795f4f9a7e4afe214568bc95083,<prp>They</prp> <vbp>love</vbp> <vbg>envisioning</vbg> <nnp>Rumpelstiltskin</nnp> <pos>'s</pos> <nns>tricks</nns>
f1020b6fc5d5f840b195fb596cdfba4e,<nn>Mold</nn> <cc>&</cc> <nnp>Play</nnp> <nnp>Moon</nnp> <nnp>Sand</nnp> <cc>and</cc> <det>a</det> <nn>set</nn> <in>of</in> <nnp>Upper</nnp> <nns>Grades</nns> <nnp>Math</nnp> <nnp>Activity</nnp> <nnps>Stations</nnps> <pp>.</pp> <ppr>''</ppr>
f0d904d2c47229339ddd060beb8cc198,<ppl>``</ppl> <prps>My</prps> <nn>classroom</nn> <vbz>is</vbz> <in>for</in> <vbg>enhancing</vbg> <nn>communication</nn> <cc>and</cc> <jj>social</jj> <nns>skills</nns> <in>in</in> <nns>children</nns> <in>with</in> <nnp>Autism</nnp> <pp>.</pp>
f0d904d2c47229339ddd060beb8cc198,<prp>We</prp> <vbp>have</vbp> <jj>Pre-academic</jj> <nns>skills</nns> <in>that</in> <vbp>are</vbp> <vbn>infused</vbn> <in>throughout</in> <det>the</det> <nn>day</nn> <nn>thru</nn> <det>the</det> <nnp>HIghScope</nnp> <nn>curriculum</nn> <pp>.</pp>
f0d904d2c47229339ddd060beb8cc198,<prp>We</prp> <nn>stride</nn> <in>for</in> <prps>our</prps> <nn>child</nn> <to>to</to> <vb>be</vb> <vbn>prepared</vbn> <in>for</in> <nn>Kindergarten</nn> <rb>not</rb> <rb>only</rb> <rb>academically</rb> <cc>but</cc> <rb>socially</rb> <pp>.</pp>
f0d904d2c47229339ddd060beb8cc198,<nnp>\n</nnp> <nnp>\nMy</nnp> <nns>students</nns> <nn>range</nn> <in>from</in> <cd>3-5</cd> <nns>years</nns> <in>of</in> <nn>age</nn> <cc>and</cc> <vbp>are</vbp> <det>all</det> <nnp>Developmentally</nnp> <jj>Delayed</jj> <cc>and</cc> <in>in</in> <det>the</det> <nnp>Autism</nnp> <nn>spectrum</nn> <pp>.</pp>
f0d904d2c47229339ddd060beb8cc198,<prp>They</prp> <vbp>need</vbp> <nn>assistance</nn> <in>with</in> <nn>fine</nn> <nn>motor</nn>
f0cea409438b375446626f4b166026e7,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <to>to</to> <vb>enjoy</vb> <nn>reading</nn> <pp>.</pp>
f0cea409438b375446626f4b166026e7,<in>With</in> <det>the</det> <cd>5</cd> <nn>eReader</nn> <nnp>Nooks</nnp> <prps>my</prps> <nns>students</nns> <md>would</md> <rb>not</rb> <rb>only</rb> <vb>be</vb> <nn>reading</nn>
f0c5e52e6b2e63bfe6a7d7de7e926b87,<det>those</det> <wp>who</wp> <md>will</md> <vb>have</vb> <det>the</det> <jjs>best</jjs> <nn>chance</nn> <in>at</in> <vbg>succeeding</vbg> <in>in</in> <nn>life</nn> <vbp>are</vbp> <det>those</det> <wp>who</wp> <rb>best</rb> <vb>understand</vb> <pp>.</pp> <ppr>''</ppr>
f0bfa88c3cdd870d375bafe5b05aaa00,<nns>children</nns> <det>no</det> <rb>longer</rb> <vb>have</vb> <to>to</to> <vb>say</vb>
f0aebfe5f0497d26aaf348efecbaf69c,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <jj>new</jj> <nns>microphones</nns> <to>to</to> <vb>accompany</vb> <prps>their</prps> <nn>sound</nn> <nn>system</nn> <pp>.</pp>
f0acb167f9e4e6effec201a04c397085,<cc>but</cc> <prp>I</prp> <vbp>have</vbp> <vbn>found</vbn> <in>that</in> <prp>it</prp> <vbz>has</vbz> <vbn>become</vbn> <det>a</det> <nn>bit</nn> <vbn>overdone</vbn> <in>in</in> <det>the</det> <nn>classroom</nn> <pp>.</pp>
f0acb167f9e4e6effec201a04c397085,<prp>I</prp> <vbp>want</vbp> <pp>.</pp> <ppr>''</ppr>
f097e3cbf93547367872e1e27e5f111f,<nn>disarticulated</nn> <nns>skeletons</nns> <in>for</in> <jj>forensic</jj> <nn>study</nn>
f08b8f639eef3aa39fc80a5394fc083b,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <prps>your</prps> <jj>high</jj> <nn>school</nn> <nn>geometry</nn> <nn>class</nn> <pp>?</pp>
f08b8f639eef3aa39fc80a5394fc083b,<nn>Geometry</nn> <md>can</md> <vb>be</vb> <det>a</det> <jj>very</jj> <jj>difficult</jj> <nn>class</nn> <in>for</in> <jj>many</jj> <nns>students</nns> <cc>but</cc> <md>can</md> <vb>be</vb> <rb>especially</rb> <jj>tough</jj> <in>for</in> <nns>students</nns> <in>with</in> <nns>disabilities</nns> <pp>.</pp>
f08b8f639eef3aa39fc80a5394fc083b,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>teach</vbp> <det>a</det> <nn>resource</nn> <nn>room</nn> <nn>geometry</nn> <nn>class</nn> <pp>.</pp>
f08b8f639eef3aa39fc80a5394fc083b,<nnp>My</nnp> <nns>students</nns> <vbp>come</vbp> <in>from</in> <jj>diverse</jj> <nns>backgrounds</nns> <cc>and</cc> <vb>have</vb> <det>a</det> <jj>wide</jj> <nn>range</nn> <in>of</in> <vbg>learning</vbg> <nns>abilities</nns> <pp>.</pp>
f08b8f639eef3aa39fc80a5394fc083b,<in>Although</in> <det>the</det> <nns>students</nns> <in>in</in> <prps>my</prps> <nn>class</nn> <vbp>have</vbp> <det>a</det> <nn>range</nn> <in>of</in> <nns>disabilities</nns> <vbg>including</vbg> <nn>autism</nn>
f08b8f639eef3aa39fc80a5394fc083b,<jj>special</jj> <nn>education</nn>
f071aef3bd272543dd8dd24f3fa8ac3b,<cc>and</cc> <jj>white</jj> <nns>boards</nns> <in>with</in> <nns>markers</nns> <to>to</to> <vb>practice</vb> <nn>math</nn> <nns>facts</nns> <in>as</in> <rb>well</rb> <in>as</in> <nn>cursive</nn> <nn>writing</nn> <pp>.</pp> <ppr>''</ppr>
f05630719541e44f7b3cd2d76a5b9fbb,<vbg>smiling</vbg> <nns>readers</nns> <rb>thoroughly</rb> <vbg>enjoying</vbg> <prp>it</prp> <in>that</in> <prp>I</prp> <md>ca</md> <rb>n't</rb> <vb>wait</vb> <to>to</to> <vb>see</vb> <vbn>realized</vbn> <pp>!</pp> <ppr>''</ppr>
f04782f967e2c17788a0bd36ee154c3e,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>17</cd> <nns>sets</nns> <in>of</in> <det>the</det> <ppl>`</ppl> <nnp>Shadow</nnp> <nnp>Children</nnp> <pos>'</pos> <nn>Series</nn> <pp>.</pp>
f031860018ea3a910bd0ac8ea827aeeb,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <det>the</det> <nn>software</nn>
f0299a5c17913d23a754635b9003fd42,<ppl>``</ppl> <prps>Our</prps> <nn>classroom</nn> <vbz>is</vbz> <det>a</det> <jj>new</jj> <nn>room</nn> <in>with</in> <rb>very</rb> <jj>little</jj> <nns>materials</nns> <pp>.</pp>
f0299a5c17913d23a754635b9003fd42,<det>These</det> <nn>chair</nn> <vbz>covers</vbz> <md>would</md> <vb>allow</vb> <nns>students</nns> <to>to</to> <vb>store</vb> <prps>their</prps> <jj>own</jj> <nns>materials</nns> <in>without</in> <nn>wasting</nn> <jj>valuable</jj> <nn>learning</nn> <nn>time</nn> <vbg>getting</vbg> <in>up</in> <in>with</in> <det>each</det> <jj>new</jj> <nn>lesson</nn> <to>to</to> <vb>get</vb> <jj>new</jj> <nns>pencils</nns>
f0187a4e80d686f2bfa1fad7139d4c05,<cc>and</cc> <jj>eager</jj> <jj>little</jj> <nns>beings</nns> <pp>.</pp> <ppr>''</ppr>
f00f7d945b547ab2abc6c81ec496c7ae,<nn>play</nn> <nn>passing</nn> <nns>games</nns>
efff14291c189f12404baa83ca36c4df,<nn>engineering</nn>
effb96f35ea38f5f014cc454a6b1a7c9,<nn>refraction</nn>
efd9aa05c1639b796440918a024e1f7a,<ppl>``</ppl> <nn>Help</nn> <prps>our</prps> <nn>future</nn> <nn>generation</nn> <vbp>learn</vbp> <to>to</to> <vb>read</vb> <cc>and</cc> <vb>understand</vb> <nn>mathematics</nn> <pp>.</pp>
efd9aa05c1639b796440918a024e1f7a,<det>The</det> <nns>students</nns> <in>in</in> <prps>my</prps> <nn>classroom</nn> <nn>need</nn> <nn>encouragement</nn> <to>to</to> <vb>learn</vb> <pp>.</pp>
efd9aa05c1639b796440918a024e1f7a,<det>Some</det> <in>of</in> <prps>my</prps> <nns>children</nns> <vbp>are</vbp> <cd>one</cd> <cc>or</cc> <rb>even</rb> <cd>two</cd> <nn>grade</nn> <nns>levels</nns> <in>behind</in> <in>in</in> <nn>math</nn> <cc>and</cc> <nn>reading</nn> <pp>.</pp>
efd9aa05c1639b796440918a024e1f7a,<wrb>When</wrb> <prp>they</prp> <vbp>are</vbp> <vbn>given</vbn> <nn>technology</nn>
efd3963e3dbe20e8b83237bc0bb090e8,<nnp>North</nnp> <pp>.</pp> <ppr>''</ppr>
efbb5ef902a20d88cef0e9742b0d1ba1,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>class</nn> <nn>set</nn> <in>of</in> <jj>dry</jj> <vb>erase</vb> <nns>boards</nns>
efb914d1dc7353976076a46509c179dd,<cc>and</cc> <nn>mesh</nn> <nns>bags</nns> <to>to</to> <vb>store</vb> <det>these</det> <nns>resources</nns> <pp>.</pp>
efa1e27400b88294c4869b3650968724,<rb>then</rb> <det>the</det> <nn>pencil</nn> <nn>lead</nn> <nns>breaks</nns> <in>as</in> <rb>soon</rb> <det>the</det> <pp>.</pp> <ppr>''</ppr>
ef94ae5b6ec508e9db897886a7b09c41,<ppr>''</ppr> <ppr>''</ppr> <vbd>said</vbd> <nnp>Ralph</nnp> <nnp>Waldo</nnp> <nnp>Emerson</nnp>
ef7568976806386eef2279010866d837,<nnp>Save</nnp> <prps>our</prps> <nn>time</nn> <pp>!</pp> <pp>!</pp>
ef7568976806386eef2279010866d837,<in>At</in> <det>the</det> <nn>end</nn> <in>of</in> <det>the</det> <nn>day</nn> <prp>we</prp> <vbp>have</vbp> <to>to</to> <vb>pass</vb> <in>out</in> <det>each</det> <nn>paper</nn> <to>to</to> <det>each</det> <nn>student</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<prp>We</prp> <vbp>want</vbp> <to>to</to> <vb>spend</vb> <jjr>more</jjr> <nn>time</nn> <in>on</in> <vbg>learning</vbg> <pp>!</pp>
ef7568976806386eef2279010866d837,<nnp>\n</nnp> <nnp>\nWe</nnp> <vbp>are</vbp> <det>a</det> <nn>title</nn> <cd>1</cd> <nn>school</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<det>The</det> <nns>students</nns> <vbp>need</vbp> <nn>structure</nn> <cc>and</cc> <nns>schedules</nns> <in>because</in> <prp>they</prp> <vbp>do</vbp> <rb>n't</rb> <vb>get</vb> <prp>them</prp> <in>at</in> <nn>home</nn> <pp>.</pp>
ef7568976806386eef2279010866d837,<prp>They</prp> <vbp>come</vbp> <to>to</to> <nn>school</nn> <to>to</to> <vb>learn</vb> <cc>and</cc> <vb>have</vb> <det>a</det> <jj>free</jj> <nn>lunch</nn> <pp>.</pp>
ef7568976806386eef2279010866d837,<prp>We</prp> <vbp>have</vbp> <jj>little</jj> <to>to</to> <det>no</det> <nn>parent</nn> <nn>support</nn> <in>at</in> <prps>our</prps> <nn>school</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<prps>Our</prps> <nn>classroom</nn> <vbz>needs</vbz> <to>to</to> <vb>be</vb> <vbn>organized</vbn> <to>to</to> <vb>help</vb> <prps>our</prps> <nns>students</nns> <vbp>prepare</vbp> <in>for</in> <det>the</det> <nn>future</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<nnp>\n</nnp> <nnp>\nThe</nnp> <nn>mailbox</nn> <md>will</md> <vb>help</vb> <prp>us</prp> <vb>save</vb> <nn>time</nn> <pp>.</pp>
ef7568976806386eef2279010866d837,<prp>We</prp> <md>can</md> <vb>pass</vb> <det>the</det> <nns>papers</nns> <in>out</in> <to>to</to> <det>the</det> <nn>box</nn> <rb>instead</rb> <in>of</in> <det>each</det> <nn>student</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<prp>We</prp> <md>can</md> <vb>continue</vb> <to>to</to> <vb>learn</vb> <in>up</in> <in>until</in> <nn>dismissal</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<det>The</det> <nns>students</nns> <md>can</md> <vb>go</vb> <to>to</to> <det>the</det> <nn>box</nn> <cc>and</cc> <vb>pull</vb> <in>out</in> <det>all</det> <det>the</det> <nns>papers</nns> <in>at</in> <rb>once</rb> <pp>!</pp>
ef7568976806386eef2279010866d837,<vb>Please</vb> <nn>help</nn> <prp>us</prp> <vbp>get</vbp> <vbn>organized</vbn> <cc>and</cc> <vb>have</vb> <det>a</det> <jjr>easier</jjr> <nn>way</nn> <to>to</to> <vb>pass</vb> <in>out</in> <nns>papers</nns> <pp>!</pp>
ef7568976806386eef2279010866d837,<nnp>\n</nnp> <nnp>\nI</nnp> <vb>make</vb> <cc>and</cc> <vb>buy</vb> <det>all</det> <det>the</det> <nns>things</nns> <in>in</in> <prps>my</prps> <nn>classroom</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<prp>It</prp> <vbz>'s</vbz> <rb>very</rb> <jj>hard</jj> <to>to</to> <vb>buy</vb> <cc>or</cc> <vb>make</vb> <jj>nice</jj> <nn>furniture</nn> <in>that</in> <nn>will</nn> <jj>last</jj> <in>in</in> <det>a</det> <jj>second</jj> <nn>grade</nn> <nn>classroom</nn> <pp>!</pp>
ef7568976806386eef2279010866d837,<vb>Please</vb> <nn>help</nn> <prps>my</prps> <jj>current</jj> <nn>class</nn> <cc>and</cc> <jj>future</jj> <nns>classes</nns> <vb>be</vb> <vbn>organized</vbn> <pp>.</pp>
ef6906573f502748ec7ece483e60a63b,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <det>an</det> <nn>iPad</nn>
ef64a83839fc2c5949ecaa9efc34750f,<jj>instructional</jj> <nn>television</nn>
ef5c02ac3cb48194530be57a8f55e14b,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <vbg>writing</vbg> <in>in</in> <jj>elementary</jj> <nn>school</nn> <pp>?</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>You</prp> <md>may</md> <vb>have</vb> <vbn>written</vbn> <in>in</in> <det>a</det> <nn>copybook</nn> <cc>or</cc> <vbd>lined</vbd> <nn>paper</nn> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<nnp>My</nnp> <jj>second</jj> <nn>grade</nn> <nns>students</nns> <vbp>love</vbp> <vbg>writing</vbg> <nn>workshop</nn> <cc>and</cc> <vbg>creating</vbg> <nns>stories</nns> <in>with</in> <nns>details</nns> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<cc>But</cc> <prp>it</prp> <vbz>is</vbz> <rb>very</rb> <jj>difficult</jj> <to>to</to> <nn>share</nn> <prps>my</prps> <nns>students</nns> <vbg>writing</vbg> <in>with</in> <det>the</det> <jj>whole</jj> <nn>class</nn> <in>without</in> <nn>hearing</nn> <ppl>``</ppl> <ppl>``</ppl> <prp>I</prp> <md>ca</md> <rb>n't</rb> <vb>see</vb> <prp>it</prp> <pp>.</pp> <ppr>''</ppr> <ppr>''</ppr> <nnp>\n</nnp> <nnp>\nMy</nnp> <cd>22</cd> <nns>students</nns> <vbp>are</vbp> <in>in</in> <jj>second</jj> <nn>grade</nn> <in>at</in> <det>a</det> <jj>successful</jj> <jj>private</jj> <nn>charter</nn> <nn>school</nn> <in>in</in> <nnp>Pennsylvania</nnp> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>I</prp> <vbp>have</vbp> <det>a</det> <nn>class</nn> <jj>full</jj> <in>of</in> <nns>readers</nns> <cc>and</cc> <nns>writers</nns> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>They</prp> <vbp>love</vbp> <to>to</to> <vb>learn</vb> <pp>!</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>I</prp> <vbp>am</vbp> <jj>proud</jj> <to>to</to> <vb>say</vb> <in>that</in> <prp>I</prp> <vbp>love</vbp> <prps>my</prps> <nn>job</nn> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<det>This</det> <nn>class</nn> <vbz>brings</vbz> <prp>me</prp> <to>to</to> <jj>new</jj> <nns>adventures</nns> <det>each</det> <nn>day</nn> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>They</prp> <vbp>have</vbp> <det>a</det> <nn>eagerness</nn> <to>to</to> <vb>impress</vb> <prp>me</prp> <cc>and</cc> <vb>want</vb> <to>to</to> <vb>continue</vb> <to>to</to> <vb>learn</vb> <cc>and</cc> <rb>always</rb> <vbp>are</vbp> <rb>up</rb> <in>for</in> <det>a</det> <nn>challenge</nn> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>It</prp> <vbz>'s</vbz> <jj>amazing</jj> <wp>what</wp> <prp>they</prp> <vbp>are</vbp> <jj>willing</jj> <to>to</to> <vb>do</vb> <cc>and</cc> <nn>show</nn> <nn>me.</nn> <nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <in>like</in> <prps>my</prps> <nn>family</nn> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<prp>I</prp> <vbp>tell</vbp> <prp>them</prp> <prp>I</prp> <vbp>love</vbp> <prp>them</prp> <cc>and</cc> <prp>I</prp> <vbp>care</vbp> <in>about</in> <prp>them</prp> <in>because</in> <prp>I</prp> <vbp>want</vbp> <prp>them</prp> <to>to</to> <vb>be</vb> <jj>successful</jj> <cc>and</cc> <vb>accomplish</vb> <prps>their</prps> <nns>goals</nns> <pp>.</pp>
ef5c02ac3cb48194530be57a8f55e14b,<nnp>\n</nnp> <nnp>\nWith</nnp> <det>a</det> <nn>document</nn> <nn>camera</nn>
ef4d211bb455f6a1b034d0315d057f48,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nn>balsawood</nn> <nn>bridge</nn> <nn>building</nn> <nns>supplies</nns> <pp>.</pp>
ef3999108aaaec3abba59fbfc5f1edc8,<prps>my</prps> <nns>boards</nns> <vbp>are</vbp> <vbg>beginning</vbg> <to>to</to> <vb>fall</vb> <rb>apart</rb> <pp>.</pp> <ppr>''</ppr>
ef3969b00b69e477360ef9dac89b5c7e,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>variety</nn> <in>of</in> <nnp>Science</nnp> <nns>materials</nns> <vbg>including</vbg> <det>an</det> <nnp>Earthworm</nnp> <nn>Nursery</nn>
ef2f3728629091d05613a155516d8bf5,<ppl>``</ppl> <wrb>How</wrb> <md>can</md> <prps>my</prps> <nns>students</nns> <vb>publish</vb> <prps>their</prps> <nns>projects</nns> <cc>and</cc> <nn>update</nn> <prps>our</prps> <nn>website</nn> <in>without</in> <det>a</det> <jj>digital</jj> <nn>camera</nn> <pp>?</pp>
ef2f3728629091d05613a155516d8bf5,<nnp>My</nnp> <nns>students</nns> <vbp>are</vbp> <jj>avid</jj> <nns>enthusiasts</nns> <in>of</in> <nn>research</nn> <nns>projects</nns> <cc>and</cc> <vbp>are</vbp> <jj>anxious</jj> <to>to</to> <nn>share</nn> <prps>their</prps> <nn>learning</nn> <in>with</in> <det>a</det> <jjr>wider</jjr> <nn>community</nn> <pp>.</pp>
